REF_AREA_LABEL,REF_AREA,STRUCTURE,STRUCTURE_ID,ACTION,FREQ,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
Dominica,DMA,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Denmark,DNK,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Dominican Republic,DOM,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Algeria,DZA,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Ecuador,ECU,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
"Egypt, Arab Rep.",EGY,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Eritrea,ERI,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Spain,ESP,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Estonia,EST,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Ethiopia,ETH,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,0.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Finland,FIN,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Fiji,FJI,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
France,FRA,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
"Micronesia, Fed. Sts.",FSM,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Gabon,GAB,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
United Kingdom,GBR,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Georgia,GEO,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Ghana,GHA,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Guinea,GIN,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
"Gambia, The",GMB,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Guinea-Bissau,GNB,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Equatorial Guinea,GNQ,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Greece,GRC,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Grenada,GRD,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Guatemala,GTM,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Guyana,GUY,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
"Hong Kong SAR, China",HKG,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Honduras,HND,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Croatia,HRV,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Haiti,HTI,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
Hungary,HUN,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2021,1.0,_Z,NUMBER,0,WB_ID4D,602,0,A,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
